name,city,county,county_median_price,severity_index,beds,operator_name
Loma Clara Senior Living,Morgan Hill,Santa Clara,7500,0.1797752808988764,89,Steadfast Collin Morgan Hill Llc;integral Sr Lg Mg
Vista Cove at Rancho Mirage,Rancho Mirage,Riverside,5200,0.17647058823529413,68,"Vista Cove at Rancho Mirage, Inc."
Sunshine Villa Assisted Living and Memory Care,Santa Cruz,Santa Clara,7500,0.17424242424242425,132,Mg Santa Cruz Subtenant Llc; Merrill Gardens Llc
"Montera, the",La Mesa,San Diego,6200,0.17333333333333334,225,Montera Msl Llc;msl Community Management Llc
"Watermark at Westwood Village, the",Los Angeles,Los Angeles,5800,0.1729957805907173,237,Westwood Sr Hsg Llc; Atsc Ii Llc
Las Villas del Norte,Escondido,San Diego,6200,0.1717171717171717,198,Escondido Sh Llc; Integral Senior Lvg Mgmt Llc
Belmont Village Cardiff,Cardiff by the Sea,San Diego,6200,0.17142857142857143,175,Belmont Village Cardiff Tenant & Lp; Belmont Three
Silverado Senior Living - Belmont Hills,Belmont,San Francisco,8200,0.16964285714285715,112,Subtenant 1301 Ralston Ave; Silverado Sr Lvg Mgt
Elder Ashram,Oakland,Alameda,7200,0.16666666666666666,90,Elder Ashram Inc
Bayshire Yorba Linda,Yorba Linda,Riverside,5200,0.16666666666666666,114,Yorba Linda Care Llc
Oakmont of Fair Oaks,Fair Oaks,Sacramento,5400,0.1640625,128,Oakmont Sr. Lvng of Fair Oaks Opco; Oakmont Mgmt
Kokoro Assisted Living,San Francisco,San Francisco,8200,0.16393442622950818,61,Kokoro Assited Living Inc; Ncp Senior Ventures Llc
Bayshire Rancho Mirage,Rancho Mirage,Riverside,5200,0.16296296296296298,135,Mirage Care Llc
Westmont at San Miguel Ranch,Chula Vista,San Diego,6200,0.1619047619047619,105,Westmont Manager Gp Llc; Westmont Living Inc
Ivy Park at Burbank,Burbank,Los Angeles,5800,0.16153846153846155,130,"Burbank Subtenant Lp;oakmont Management Grp, Llc"
Brookdale Sylvan Ranch,Citrus Heights,Sacramento,5400,0.16071428571428573,56,Brea Citrus Heights Llc; Emeritus Corporation
Regency Park Oak Knoll,Pasadena,Los Angeles,5800,0.16019417475728157,206,"Regency Park, South Oak Knoll"
Yorkshire Village,Hemet,Orange,6000,0.16,100,Dorten Enterprises
"Groves of Tustin, the",Tustin,Orange,6000,0.16,100,Csh Tustin Lessee Llc/specialized Community Health
Belmont Village Albany,Albany,Alameda,7200,0.16,225,Belmont Village Berkeley Llc; Belmont Three Llc
Rancho Penasquitos Senior Living,San Diego,San Diego,6200,0.15833333333333333,120,Pacifica Ca Llc;penasquitos Lp;penasquitos Mgr Llc
Sunny Hills Assisted Living (memory Care),Los Angeles,Los Angeles,5800,0.15833333333333333,120,"Spark Family Operation, Llc"
Silverado Brea Llc,Brea,Riverside,5200,0.15714285714285714,70,Silverado Brea Llc; Silverado Senior Living Mgt
Grossmont Gardens Memory Care,La Mesa,San Diego,6200,0.15625,64,"Vista la Mesa Senior Living, Inc."
Harbor Heights Assisted Living and Memory Care,Anaheim,Riverside,5200,0.15577889447236182,199,Anaheim Palace Inc
Belmont Village Hollywood,Los Angeles,Los Angeles,5800,0.15333333333333332,150,Belmont Village Hollywood Tenant; Belmont Three
Belmont Village Calabasas,Calabasas,Los Angeles,5800,0.15151515151515152,165,Belmont Village Calabasas Llc; Belmont Three Llc
Atria Park of Pacific Palisades,Pacific Palisades,Los Angeles,5800,0.15,60,Al Subfunding Llc; Atria Management Co Llc
Oceanside Senior Living,Oceanside,San Diego,6200,0.14545454545454545,165,Hrse Pacficia Senior Living Oceanside Trs Llc
Belmont Village Aliso Viejo,Aliso Viejo,Orange,6000,0.14444444444444443,180,Bmsh I Belmont Av Gp Llc; Belmont Three Llc
Parkview Memory Care at Paradise Village,National City,San Diego,6200,0.14285714285714285,70,Pvhr2 Llc; Generations Ca Llc
Sage Glendale Senior Living,Glendale,Los Angeles,5800,0.1415929203539823,113,Sage Glendale Ii Llc;agemark Management Llc
Aegis Assisted Living of Moraga,Moraga,Contra Costa,6800,0.14,100,"Aegis Senior Communities, Llc"
Ivy Park at Playa Vista,Playa Vista,Los Angeles,5800,0.13725490196078433,102,Welltower Opco Group; Oakmont Management Group Llc
Westmont of Morgan Hill,Morgan Hill,Santa Clara,7500,0.13392857142857142,112,Morgan Hill Senior Lvg Lp; Westmont Living Inc
"Palms at la Quinta, the",La Quinta,Riverside,5200,0.13333333333333333,120,Hawthorn Al Opco Gp Llc;integral Senior Living Llc
"Parkview, the",Pleasanton,Contra Costa,6800,0.13008130081300814,123,Blp Parnership Inc; Eskaton Properties Inc
Capistrano Senior Living,San Juan Capistrano,Orange,6000,0.128,125,Asrv Llc
Activcare at Rolling Hills Ranch,Chula Vista,San Diego,6200,0.125,80,Rac Rlg Hls Lp/income Prty Grp Gp/activcare Lv Inc
Clearwater at South Bay,Torrance,Los Angeles,5800,0.12408759124087591,137,Csb Llc; Hsre-clearwater Ii Trs; Csl Berkshire Llc
Sunrise Assisted Living of Fair Oaks,Fair Oaks,Sacramento,5400,0.12162162162162163,74,Fair Oak Assisted Lvg; Sunrise Senior Living Mgt
Hacienda Senior Living,Hemet,Orange,6000,0.12121212121212122,66,Chateau Battiste Leasing-hemet Llc; Hacienda Hemet
Ivy Park at Culver City,Los Angeles,Los Angeles,5800,0.12,150,"Well Ivy 6tenant,llc;oakmont Management Group, Llc"
Ivy Park at Santa Monica,Santa Monica,Los Angeles,5800,0.12,100,Al Santa Monica Sr Hsg; Oakmont Mgmt.group Llc
Cogir of Brea,Brea,Riverside,5200,0.11818181818181818,110,Cadence at Brea Llc; Cadence Sl Brea Llc
Wellquest of Elk Grove,Elk Grove,Sacramento,5400,0.11764705882352941,170,Wellquest Elk Grove Tenantco Llc; Wellquest Living
Canyon Trails at Topanga Senior Living,Canoga Park,Los Angeles,5800,0.11666666666666667,120,Canoga Park Sh Llc; Integral Senior Living Mgt
Serra Sol,San Juan Capistrano,Orange,6000,0.11428571428571428,70,San Juan Opco Llc ; Agemark Management Llc
Vista del Mar Senior Living,Long Beach,Los Angeles,5800,0.11333333333333333,300,"3360 Magnolia Ave., Inc."
Belmont Village Burbank,Burbank,Los Angeles,5800,0.1125,160,Belmont Village Burbank Tenant; Belmont Three Llc
Ivy Terrace at Garden Grove,Garden Grove,Riverside,5200,0.1111111111111111,72,Welltower Tenant Group Llc; Oakmont Mgmt Group Llc
Silverado Senior Living- Newport Mesa,Costa Mesa,Orange,6000,0.10975609756097561,82,Silverado Newport Mesa Llc;silverado Sr Lvng Mgmt
Cadence Millbrae,Millbrae,San Francisco,8200,0.10909090909090909,165,1201 Broadway-operator Llc;cadence Sl Millbrae Llc
"Commons at Elk Grove, the",Elk Grove,Sacramento,5400,0.10909090909090909,110,Elk Grove Msl Ll;msl Community Management Llc
Cottages at Riverside,Riverside,Orange,6000,0.10909090909090909,110,Extended Care Portfolio Ca Tnnt;riverside Mgr Llc
Silverado Senior Living-beach Cities,Redondo Beach,Los Angeles,5800,0.10833333333333334,120,Silverado Beach Cities Llc;silverado Sr Lvng Mgmt
Kirkwood Orange,Orange,Riverside,5200,0.10606060606060606,66,Kirkwood Orange Msl Llc; Msl Community Mgmt Llc
Ocean Hills Assisted Living & Memory Care,Oceanside,San Diego,6200,0.10569105691056911,123,"Triton Senior Lvg,llc; Northstar Senior Lvg,inc."
Carmel Village Retirement Community,Fountain Valley,Orange,6000,0.10454545454545454,220,Wellquest 625 Fountain Valley Llc
Brookdale Brookhurst,Westminster,Orange,6000,0.10365853658536585,164,Summerville 13 Llc; Emeritus Corporation
Oakmont of Orange,Orange,Riverside,5200,0.1032258064516129,155,Welltower Orange Tenant Llc;oakmont Mgmt
Cogir of Stock Ranch,Citrus Heights,Sacramento,5400,0.10101010101010101,99,Welltower Cogir Tenant Llc;cogir Mgt Usa Inc
Ivy Park at Sabre Springs,San Diego,San Diego,6200,0.1,100,Transformer Opco Llc;oakmont Management Group Llc
Atria Santa Clarita,Santa Clarita,Los Angeles,5800,0.1,160,Arhc Svsclsa01 Trs Llc; Atria Management Co Llc
Sparr Heights Estates Senior Living,Montrose,Los Angeles,5800,0.09923664122137404,131,"Ec Opco Ca Partner Iv Llc; Sh1 Shoreline Mgmt, Llc"
Gardens at Escondido,Escondido,San Diego,6200,0.09900990099009901,101,Pacifica el Norte Lp;escondido el Norte Mgr. Llc.
Sunrise of San Mateo,San Mateo,San Mateo,7800,0.09411764705882353,85,Szr San Mateo Llc; Sunrise Senior Living Mgt
Aaa Kindness Care Ii,Santa Maria,San Luis Obispo,5900,0.09375,32,Sm Senior Care Operations Llc
Silverado Senior Living-san Juan Capistrano,San Juan Capistrano,Orange,6000,0.09375,96,"Silverado San Juan Capistrano, Llc; Silverado Sr."
Citrus Place,Riverside,Orange,6000,0.09285714285714286,140,Riverside Msl Llc ; Msl Community Mnagement Llc
Ivy Park at Palo Alto,Palo Alto,San Mateo,7800,0.09278350515463918,97,Hcri Sun Iii Tenant; Oakmont Mangement Group Llc
Sunrise Assisted Living of Hermosa Beach,Hermosa Beach,Los Angeles,5800,0.09154929577464789,142,Welltower Opco Group; Sunrise Senior Living Mgt
Westmont of la Mesa,La Mesa,San Diego,6200,0.09146341463414634,164,"Westmont Mgr Gp Llc,gp of Lm Ops Lp;westmont Lvng"
San Clemente Villas by the Sea,San Clemente,Orange,6000,0.08947368421052632,190,"660 Villas I, Llc ; Msl Community Management Llc"
Ivy Park at Claremont,Claremont,Los Angeles,5800,0.08641975308641975,81,Transformer Opco Llc;oakmont Mangement Group Llc
Pasadena Highlands,Pasadena,Los Angeles,5800,0.08571428571428572,245,Wellquest 625 Pasadena Llc; Wellquest Living Llc
Coral Oaks Care Living,Lynwood,Los Angeles,5800,0.08333333333333333,84,"Coral Oaks Care Living, Inc."
Oakmont of Whittier,Whittier,Los Angeles,5800,0.08247422680412371,97,"Oakmont Sr. Lvng. of Whittier Opco, Llc; Oakmont"
Bellara Senior Living,Hayward,Contra Costa,6800,0.08,175,Srmhayward Llc; Integral Senior Living Mgmt Llc
Landmark Villa,Hayward,Contra Costa,6800,0.07857142857142857,140,"Hcrc, Inc"
Clearwater Newport Beach,Newport Beach,Orange,6000,0.075,120,Clearwater at Newport Beach Opco Llc;csl Berkshire
Wellquest of Menifee Lakes,Menifee,Orange,6000,0.0728476821192053,151,"Wellquest Menifee Tenantco Llc, ; Wellquest Living"
Oakmont of Redwood City,Redwood City,San Francisco,8200,0.07086614173228346,127,Sunrise of Redwood Opco Llc; Oakmont Mgmt. Grp Llc
Santianna Oakmont Signature Living,Carlsbad,San Diego,6200,0.06637168141592921,226,Oakmont of Carlsbad Llc; Oakmont Management Group
Aegis Living Dana Point,Dana Point,Orange,6000,0.06578947368421052,76,Camino de Estrella Dana Point Llc & Aegis Senior
Lynne & Roy M Frank Residences,San Francisco,San Francisco,8200,0.06363636363636363,220,Hebrew Home for Aged Disabled
Escondido Senior Living,Escondido,San Diego,6200,0.06293706293706294,143,Pacifica North Cnty & Pac N Cnty; North County Mgr
1440 by the Bay,Emeryville,Alameda,7200,0.06285714285714286,175,"Emeryville Sr. Hsng, Llc; Atsc Ii Llc"
Ivy Park at Bonita,Chula Vista,San Diego,6200,0.0625,96,Transformer Opco Ll;oakmont Management Group Llc
Silvergate San Marcos Retirement Residence,San Marcos,San Diego,6200,0.0625,160,"Americare Health & Retirement, Inc. a Calif. Corp."
"Meadows Senior Living, the",Elk Grove,Sacramento,5400,0.0625,160,Vop the Meadows Lp; Milestone Retirement Communiti
Activcare at Bressi Ranch,Carlsbad,San Diego,6200,0.0625,80,Rac Bressi Ranch/health Care Grp/income Prop. Grp
Generations of los Angeles Assisted Lvng. Facility,Lynwood,Los Angeles,5800,0.06179775280898876,178,Generations of los Angeles Assisted Living Facilit
Atria Newport Beach,Newport Beach,Orange,6000,0.06153846153846154,195,"Aslo Gp Llc,gp of Newport Beach Opco Lp;atria Mgmt"
Westmont of Riverside,Riverside,Orange,6000,0.057777777777777775,225,"Westmont Mgr,gp of Riverside Ops Lp;westmont Lvng"
Buena Vista Manor House,San Francisco,San Francisco,8200,0.05747126436781609,87,Buena Vista Associates(a Limited Partnership)
Silverado Senior Living-encinitas,Encinitas,San Diego,6200,0.05737704918032787,122,Silverado Encinitas Llc;silverado Sr Lvng Mgmt Inc
Regency Grand at West Covina,West Covina,Los Angeles,5800,0.05625,160,Kre-renew Tiger Cubs Regency Grand Operation Et Al
Merrill Gardens at Campbell,Campbell,Santa Clara,7500,0.05421686746987952,166,"Shi-iii Mg Gp, Shi-iii Campbell; Merrill Gardens"
Clearwater at Glendora,Glendora,Los Angeles,5800,0.05405405405405406,148,"Clearwater at Glendora Opco, Llc;csl Bershire Oper"
Atria Carmichael Oaks,Carmichael,Sacramento,5400,0.05263157894736842,95,Wg Carmichael Oaks Lp; Atria Management Co Llc
Activcare at Yorba Linda,Yorba Linda,Riverside,5200,0.05,80,"Rac Yorba Linda,income Prop Grp; Activcare Living"
Aegis Living Granada Hills,Granada Hills,Los Angeles,5800,0.05,100,Lindley Ave Granada Hills Llc ; Aegis Senior Et Al
Ivy Park at Escondido,Escondido,San Diego,6200,0.04878048780487805,123,"Arch Fvecoca01 Trs, Llc;oakmont Mgmt. Group, Llc."
Huntington Terrace,Huntington Beach,Orange,6000,0.04864864864864865,185,S-h Huntington Terrace Opco; Msl Community Mgt Llc
Silverado Senior Living-tustin Hacienda,Tustin,Orange,6000,0.047619047619047616,42,"Silverado Tustin, Llc;silverado Sr. Lvng. Mgmt Inc"
Aegis Gardens,Fremont,Contra Costa,6800,0.047058823529411764,85,Fremont Blvd Fremont Llc ; Aegis Senior Communitie
Belmont Village Rancho Palos Verdes,Rancho Palos Verdes,Los Angeles,5800,0.04666666666666667,150,Belmont Village Rpv Llc; Belmont Three Llc
Rancho Vista Senior Living,Vista,San Diego,6200,0.046511627906976744,172,Pacifica East Lake Llc; Vista Mgr Llc
Belmont Village la Jolla,La Jolla,San Diego,6200,0.045454545454545456,220,Hsre-bv Iv Trs Llc; Belmont Three Llc Et Al
Oakmont of Folsom,Folsom,Sacramento,5400,0.045454545454545456,88,Hcri of Folsom Tenant; Oakmont Management Group
Menifee Senior Living,Sun City,Orange,6000,0.045454545454545456,220,Hsre Pacifica Menifee Valley Opco Lp;menifee Mgr
Atria Golden Creek,Irvine,Orange,6000,0.04516129032258064,155,Wg Golden Creek Sh Lp; Atria Management Co Llc
Oakmont of Huntington Beach,Huntington Beach,Orange,6000,0.04504504504504504,111,Oakmont Sr Lvng of Huntington Beach; Oakmont Mgmt.
"Gardens at Northridge, the",Northridge,Los Angeles,5800,0.044444444444444446,135,Pacifica Devonshire Llc' Devonshire Mgr Llc
Estancia del Sol,Corona,Riverside,5200,0.044444444444444446,135,Estancia Msl Llc;msl Community Management Llc
Carlton Senior Living Orangevale,Orangevale,Sacramento,5400,0.04411764705882353,136,Carlton Senior Living Llc;carlton Operations Et Al
Westmont of Carmel Valley,San Diego,San Diego,6200,0.043478260869565216,138,Westmont Lving Inc. Wm Carmel Valley Mgr Gp Llc Ca
Hollenbeck Palms,Los Angeles,Los Angeles,5800,0.043243243243243246,185,Hollenbeck Palms
Crescendo Senior Living,Placentia,Riverside,5200,0.04285714285714286,210,Tharon Crescendo Llc
Villa Toscana a Memory Care Community,Mountain View,San Francisco,8200,0.04285714285714286,70,"Mv Memory Care Llc;calson Management, Llc."
Aegis Assisted Living at Shadowridge,Oceanside,San Diego,6200,0.042105263157894736,95,Aegis Senior Communities Llc
Claremont Manor,Claremont,Los Angeles,5800,0.041666666666666664,360,Front Porch Communities and Services
Atria del Sol,Mission Viejo,Orange,6000,0.041666666666666664,120,Wg del Sol Sh Lp; Atria Management Co Llc
Oakmont of Santa Clarita,Santa Clarita,Los Angeles,5800,0.04132231404958678,121,"Oakmont Sr. Lvng. of Santa Clarita Opco, Llc; Et a"
Ivy Park at San Marino,San Gabriel,Los Angeles,5800,0.04054054054054054,74,Transformer Opco Llc;oakmont Management Group Llc
Manzanita Village at Rancho Belago,Moreno Valley,Orange,6000,0.04,125,"Moreno Valley Sl,i,lp; Mosaic Ca Llc"
Ivy Park at Mission Viejo,Mission Viejo,Orange,6000,0.04,150,"Mission Viejo Subtenant;oakmont Mgmt. Group, Llc"
Oakmont of Torrance,Torrance,Los Angeles,5800,0.03968253968253968,126,Oakmont Snr Lvg of Torrance Opco;oakmont Mgt Grp
Ivy Park at la Jolla,San Diego,San Diego,6200,0.039473684210526314,76,Transformer Opco Llc;oakmont Management Group Llc
Ivy Park at Pleasanton,Pleasanton,Contra Costa,6800,0.038834951456310676,103,Transformer Opco Llc; Oakmont Management Group Llc
Atria Newport Plaza,Newport Beach,Orange,6000,0.0375,160,"Vsl Gp Ii Llc, Gp of Vaoc Newport Plaza Lp; Atria"
Oakmont of Mariner Point,Alameda,Contra Costa,6800,0.0375,80,"Oakmont Senior Living of Mariner Opco, Llc and Oak"
Atria at Foster Square,Foster City,San Mateo,7800,0.037037037037037035,216,"Aslo & Foster City Ptrs, Gps Fc Opco; Atria Mgt Co"
Atria el Camino Gardens,Carmichael,Sacramento,5400,0.036923076923076927,325,Wg el Camino Gardens Sh Lp; Atria Management Co
"Ivy at Berkeley, the",Berkeley,Alameda,7200,0.036231884057971016,138,Shp Iv Ms Berkeley Llc;oakmont Mangement Group Llc
Granvida Senior Living and Memory Care,Carpinteria,Ventura,6100,0.03614457831325301,83,"Rbp Carpinteria Op Llc;mallard Senior Mgmt, Llc"
Palo Alto Commons,Palo Alto,San Mateo,7800,0.036,250,"Wellquest Palo Alto Tenantco,llc ; Wellquest Et Al"
Park View Place,Covina,Los Angeles,5800,0.035211267605633804,142,Oakmont of Covina Llc;wellquest Living Llc
Capriana,Brea,Riverside,5200,0.035,200,Well Oak Ccrc Tenant Llc; Oakmont Management Group
Coterie Cathedral Hill,San Francisco,San Francisco,8200,0.03461538461538462,260,Van Ness Opco Tenant Llc; Atria Management Company
Brookdale Sunwest,Hemet,Orange,6000,0.03333333333333333,60,Summerville at Cobbco Inc; Emeritus Corporation
Belmont Village Encino,Sherman Oaks,Los Angeles,5800,0.03333333333333333,150,Belmont Village Encino Tenant; Belmont Three Llc
Folsom Countryhouse,Folsom,Sacramento,5400,0.03333333333333333,60,Avenida Partners Director Llc; Agemark Mgmt Llc
Activcare at 4s Ranch,San Diego,San Diego,6200,0.03333333333333333,60,"Rac Dove Cnyn,income Property Grp;activcare Living"
Activcare at Mission Bay,San Diego,San Diego,6200,0.03333333333333333,60,Rac Mission Bay/income Prop. Grp/activcare Lv Inc
Elders Inn On Webster,Alameda,Contra Costa,6800,0.03333333333333333,60,"Zimmerman, C. Zimmrman, J. & Dugan, M."
Solheim Senior Community,Los Angeles,Los Angeles,5800,0.031746031746031744,126,Solheim Lutheran Home
Ivy Park at Woodland Hills,Woodland Hills,Los Angeles,5800,0.031496062992125984,127,Transformer Opco Llc;oakmont Management Group Llc
Silverado Senior Living-beverly Place,Los Angeles,Los Angeles,5800,0.03125,256,Silverado Beverly Place Llc;silverado Sr Lvng Mgmt
"Gardens of Riverside, the",Riverside,Orange,6000,0.030612244897959183,98,Tharon Riverside Llc
Ciela,Pacific Palisades,Los Angeles,5800,0.03,100,"Ciela Llc; Millennium Advisors, Inc."
Anaheim Villa,Anaheim,Riverside,5200,0.02857142857142857,210,Anaheim Villa Inc
Belmont Village San Ramon,San Ramon,Contra Costa,6800,0.028409090909090908,176,Belmontvillage Sanramon Tenantllc;belmontvillagelp
Crestavilla,Laguna Niguel,Orange,6000,0.028,250,"Crestavilla Trs, Llc: Ksl Crestavilla Manager ,llc"
Woodbridge Terrace,Irvine,Orange,6000,0.027777777777777776,180,"Hsre-kisco I Trs, Llc; Ksl Woodbridge Mgr Llc"
Regency Fallbrook,Fallbrook,San Diego,6200,0.02666666666666667,75,"Regency Fallbrook, Llc"
Vineyard Place,Murrieta,Orange,6000,0.024390243902439025,82,"Anthem Murrieta Management, Llc"
Sunrise of Westlake Village,Westlake Village,Los Angeles,5800,0.024193548387096774,124,Szr Westlake Village; Sunrise Senior Living Mgt
Ivy Park at Bradford,Placentia,Riverside,5200,0.022058823529411766,136,Well Ivy 6 Tenant Llc; Oakmont Managmnt Group Llc
Atria Park of Vintage Hills,Temecula,Orange,6000,0.02097902097902098,143,Ventas Aoc Operating Holdings; Atria Management Co
Belmont Village Westwood,Los Angeles,Los Angeles,5800,0.020833333333333332,240,Belmont Village Westwood Tnnt; Belmont Village Lp
Aegis Assisted Living of Laguna Niguel,Laguna Niguel,Orange,6000,0.020833333333333332,96,"Aegis Senior Communities, Llc"
Ivy Park at Oakland Hills,Oakland,Alameda,7200,0.02,100,Transformer Opco Llc;oakmont Management Group Llc
Oakmont of Carmichael,Carmichael,Sacramento,5400,0.019801980198019802,101,Welltower Carmichael Tenant Llc;oakmont Mgmt
Oakmont of Agoura Hills,Agoura Hills,Los Angeles,5800,0.0196078431372549,102,Oakmont Sr. Lvng. of Agoura Hills Opco Llc:oakmont
Silverado Senior Living-escondido,Escondido,San Diego,6200,0.019230769230769232,104,Silverado Escondido Llc;silverado Sr Lvng Mgt Inc
"Ivy at Golden Gate, the",San Francisco,San Francisco,8200,0.017857142857142856,168,Well Oak Tenant Llc;oakmont Management Group Llc
Ivy Park at Palos Verdes,Torrance,Los Angeles,5800,0.017391304347826087,115,Transformer Opco Llc;oakmont Management Group Llc
Sunrise at la Costa,Carlsbad,San Diego,6200,0.016666666666666666,120,Al I/la Costa Senior Hsg; Sunrise Senior Lvg Mgt
Watermark Laguna Niguel,Laguna Niguel,Orange,6000,0.014814814814814815,135,Us Alliance Holden of Forbes Tenant Llc; Watermark
Sunrise of Oceanside,Oceanside,San Diego,6200,0.014705882352941176,136,Sunrise of Oceanside Ca Opco & Sunrise Senior Livi
Ivy Park at Murrieta,Murrieta,Orange,6000,0.014598540145985401,137,"Riverside Care Group, Llc;oakmont Mgmt. Grp. Llc"
Sunrise of Orange,Orange,Riverside,5200,0.014388489208633094,139,Sunrise of Orange Opco Llc; Sunrise Senior Et Al
Atria Rancho Mirage,Rancho Mirage,Riverside,5200,0.014084507042253521,142,"Aoc Ca Opco Gp Ptr,gp of Aoc Rancho Mirage; Atria"
Westmont of Culver City,Culver City,Los Angeles,5800,0.0125,160,Westmont Liv Inc;wm Culver City Mgr;gp Culver City
Walnut Village,Anaheim,Riverside,5200,0.011976047904191617,334,Front Porch Communities and Services
Everest at Oceanside,Oceanside,San Diego,6200,0.011428571428571429,175,"Everest Oceanside Blessing Star, Llc;everest Sr. L"
Lantern Crest,Santee,San Diego,6200,0.011111111111111112,180,"Santee Snr Ret I Llc(owner)/lcm, Llc (mngt)"
Brookdale Oceanside,Oceanside,San Diego,6200,0.010752688172043012,186,Emeritus Properties Xvi Inc; Emeritus Corporation
Silvergate Rancho Bernardo,San Diego,San Diego,6200,0.010526315789473684,285,"Americare Health & Retirement, Inc."
Westmont of Escondido,Escondido,San Diego,6200,0.01,200,Escondido Operations Lp; Westmont Living Inc
Merrill Gardens at Santa Maria,Santa Maria,San Luis Obispo,5900,0.00909090909090909,330,"Mg at Santa Maria, Lp ; Shi-iv Merrill Gp, Llc ; M"
Ivy Park of Wellington,Laguna Woods,Orange,6000,0.00909090909090909,220,Well Oak Tenant Llc;oakmont Management Group Llc
Savant of Woodland Hills,Woodland Hills,Los Angeles,5800,0.006211180124223602,322,Woodland Hills Operations Llc
Fredericka Manor,Chula Vista,San Diego,6200,0.0035714285714285713,560,Front Porch Communities and Services
"Forum at Rancho San Antonio, the",Cupertino,Santa Clara,7500,0.0024479804161566705,817,"Rsarhc, Rsars Inc. & Life Care Services Llc"
Vi at Palo Alto,Palo Alto,San Mateo,7800,0.00228310502283105,876,"Cc-palo Alto,inc. & Classic Res.mgmt. Ltd. Partner"
Sunrise at Canyon Crest,Riverside,Orange,6000,0.0,88,Szr Riverside Assisted Lvg; Sunrise Senior Lvg Mgt
Atria Park of Lafayette,Lafayette,Contra Costa,6800,0.0,130,Wg Countrywood Lp; Atria Management Co Llc
Redwood Terrace,Escondido,San Diego,6200,0.0,210,Humangood; Humangood Socal
Poway Gardens Senior Living - Mountain Vistas,Poway,San Diego,6200,0.0,32,"Sabra West Coast Operations I, Llc; Sh1 Red Alder"
Merrill Gardens at West Covina,West Covina,Los Angeles,5800,0.0,150,"Shi-iii Mg Dev Gp, Llc; Merrill Gardens, Llc"
Peninsula Reflections,Colma,San Francisco,8200,0.0,57,Claremont Retirement Management Services Inc
Bayview Villa,San Carlos,San Francisco,8200,0.0,47,Loncar Enterprises Inc.
Ivy Park at Tustin,Santa Ana,Orange,6000,0.0,70,Transformer Opco Llc;oakmont Management Group Llc
Willow Creek Alzheimer's & Dementia Care Center,Castro Valley,Contra Costa,6800,0.0,49,"Altcare Willow Creek, Inc."
Forever Young Memory Care,Santa Ana,Orange,6000,0.0,6,Forever Young Senior Living
Family Connected Memory Care Boutique,Torrance,Los Angeles,5800,0.0,5,Family Connect Memory Care Boutique Llc
Family Connect Memory Care Palos Verdes,Rancho Palos Verdes,Los Angeles,5800,0.0,6,Family Connect Memory Care Palos Verdes Inc
Silverado Rolling Hills,Torrance,Los Angeles,5800,0.0,68,Silverado Senior Living Managt Inc;rolling Hills
Morningstar Senior Living of Mission Viejo,Mission Viejo,Orange,6000,0.0,198,"Cd-tt Mission Viejo Llc; Morningstar Snr Mgmt, Llc"
Sunrise at Sterling Canyon,Valencia,Los Angeles,5800,0.0,140,Szr Sterling Canyon Al; Sunrise Senior Living Mgt
Activcare Laguna Hills,Laguna Hills,Orange,6000,0.0,72,Income Property Group Gp;activcare Living Inc
Claremont Place,Claremont,Los Angeles,5800,0.0,93,Msla Claremont Operating Llc;meridian Senior Livin
Sunrise at Yorba Linda,Yorba Linda,Riverside,5200,0.0,93,Szr Yorba Linda Llc; Sunrise Senior Living Mgt
Ivy Park at Huntington Beach,Huntington Beach,Orange,6000,0.0,142,Transformer Opco Llc;oakmont Management Group Llc
Assisted Lvg & Memory Care Home at Wildrose Ranch,Corona,Riverside,5200,0.0,6,"Devine Mercy Social Care Homes, Inc."
Ivy Park at la Palma,La Palma,Los Angeles,5800,0.0,80,Transformer Opco Llc;oakmont Management Group Llc
Cathy's Cottage - Assisted Living and Memory Care,Corona,Riverside,5200,0.0,6,"Cottage Care Homes, Llc"
Ivy Park at West Hills,West Hills,Los Angeles,5800,0.0,90,Transformer Opco Llc;oakmont Management Group Llc
Ivy Park of Belmont,Belmont,San Francisco,8200,0.0,117,Transformer Opco Llc;oakmont Management Group Llc
Ivy Park at Seal Beach,Seal Beach,Los Angeles,5800,0.0,261,Transformer Opco Llc; Oakmont Management Group Llc
Atria San Juan,San Juan Capistrano,Orange,6000,0.0,140,Wg Chateau San Juan Sh Lp; Atria Management Co Llc
Sunrise of Mission Viejo,Mission Viejo,Orange,6000,0.0,110,Szr Mission Viejo Asst Lvg; Sunrise Senior Lvg Mgt
Vista Gardens Memory Care,Vista,San Diego,6200,0.0,99,Devon Care Llc
Ivy Park at Studio City,Studio City,Los Angeles,5800,0.0,121,Transformer Opco Llc;oakmont Management Group Llc
Cedar Creek Alzheimer's & Dementia Care Center,Los Gatos,Santa Clara,7500,0.0,58,Altcare Cedar Creek Llc
Brookdale Mirage Inn,Rancho Mirage,Riverside,5200,0.0,145,Blc Mirage Inn Lp
Aegis Senior Residence,Antelope,Sacramento,5400,0.0,6,Aegis Ni Llc
Ivy Park at Sacramento,Sacramento,Sacramento,5400,0.0,70,Welltower Opco Group; Oakmont Management Group Llc
Murrieta Gardens,Murrieta,Orange,6000,0.0,126,Murrieta Gardens Assisted Living Llc
